category,intervention,detail,task_valid,d_plus,d_minus,l_plus,l_minus,l_combined,cit,constant_one,timing_oracle,exclusive_relational_detection
local_integrity,invert_cw_sum,"cw=2;ccw=0;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=0;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=0;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=0;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=0;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=0;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=0;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=0;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=0;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=0;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=0;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=0;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=0;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=0;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=0;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=0;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=0;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=0;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=0;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=0;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=0;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=0;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=0;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=0;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=1;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=1;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=1;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=1;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=1;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=1;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=1;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=1;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=1;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=1;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=1;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=1;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=1;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=1;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=1;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=1;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=1;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=1;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=1;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=1;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=1;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=1;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=1;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=1;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=2;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=2;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=2;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=2;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=2;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=2;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=2;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=2;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=2;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=2;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=2;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=2;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=2;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=2;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=2;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=2;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=2;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=2;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=2;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=2;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=2;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=2;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=2;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=2;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=3;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=3;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=3;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=3;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=3;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=3;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=3;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=3;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=3;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=3;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=3;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=3;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=3;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=3;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=3;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=3;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=3;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=3;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=3;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=3;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=3;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=3;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=3;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=3;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=4;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=4;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=4;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=4;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=4;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=4;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=4;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=4;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=4;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=4;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=4;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=4;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=4;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=4;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=4;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=4;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=4;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=4;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=4;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=4;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=4;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=4;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=4;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=4;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=5;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=5;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=5;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=5;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=5;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=5;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=5;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=5;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=5;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=5;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=5;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=5;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=5;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=5;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=5;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=5;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=5;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=5;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=5;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=5;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=5;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=5;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=5;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=5;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=6;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=6;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=6;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=6;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=6;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=6;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=6;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=6;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=6;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=6;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=6;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=6;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=6;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=6;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=6;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=6;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=6;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=6;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=6;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=6;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=6;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=6;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=6;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=6;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=7;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=7;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=7;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=7;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=7;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=7;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=7;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=7;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=7;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=7;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=7;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=7;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=7;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=7;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=2;ccw=7;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=7;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=7;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=2;ccw=7;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=7;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=7;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=2;ccw=7;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=7;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=7;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=2;ccw=7;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=0;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=0;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=0;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=0;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=0;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=0;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=3;ccw=0;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=3;ccw=0;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=3;ccw=0;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=3;ccw=0;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=3;ccw=0;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=3;ccw=0;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=0;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=0;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=0;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=0;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=0;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=0;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=3;ccw=0;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=3;ccw=0;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=3;ccw=0;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=3;ccw=0;control=(0, 1);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=3;ccw=0;control=(0, 1);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=3;ccw=0;control=(0, 1);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=1;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=1;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=1;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=1;control=(1, 0);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=1;control=(1, 0);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=1;control=(1, 0);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=3;ccw=1;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=3;ccw=1;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_sum,"cw=3;ccw=1;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=3;ccw=1;control=(1, 0);site=0",0,111,011,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=3;ccw=1;control=(1, 0);site=1",0,111,101,1,0,0,0,1,0,0
local_integrity,invert_ccw_carry,"cw=3;ccw=1;control=(1, 0);site=2",0,111,110,1,0,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=1;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=1;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_sum,"cw=3;ccw=1;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=1;control=(0, 1);site=0",0,011,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=1;control=(0, 1);site=1",0,101,111,0,1,0,0,1,0,0
local_integrity,invert_cw_carry,"cw=3;ccw=1;control=(0, 1);site=2",0,110,111,0,1,0,0,1,0,0
